HourUTC,PriceArea,SpotPriceDKK,Date,Radius Elnet A/S DT_A_02,Radius Elnet A/S DT_A_03,Radius Elnet A/S DT_B_01,Radius Elnet A/S DT_B_02,Radius Elnet A/S DT_C_01,N1 A-høj,N1 A-lav,N1 A-lav 200 GWh,N1 B 20 GWh,N1 B-Høj,N1 B-lav,N1 C-time
2021-01-01 00:00:00,DK2,358.579987,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 00:00:00,DK1,358.579987,2021-01-01,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-01 01:00:00,DK1,332.459991,2021-01-01,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-01 01:00:00,DK2,332.459991,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 02:00:00,DK1,319.369995,2021-01-01,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-01 02:00:00,DK2,319.369995,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 03:00:00,DK2,300.540009,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 03:00:00,DK1,300.540009,2021-01-01,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-01 04:00:00,DK1,299.130005,2021-01-01,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-01 04:00:00,DK2,299.130005,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 05:00:00,DK2,294.890015,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 05:00:00,DK1,294.890015,2021-01-01,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-01 06:00:00,DK1,298.309998,2021-01-01,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-01 06:00:00,DK2,298.309998,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 07:00:00,DK1,307.089996,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-01 07:00:00,DK2,307.089996,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 08:00:00,DK2,333.950012,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 08:00:00,DK1,333.950012,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-01 09:00:00,DK1,334.850006,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-01 09:00:00,DK2,334.850006,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 10:00:00,DK2,351.220001,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 10:00:00,DK1,351.220001,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-01 11:00:00,DK1,377.850006,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-01 11:00:00,DK2,377.850006,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 12:00:00,DK1,338.48999,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-01 12:00:00,DK2,338.48999,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 13:00:00,DK2,332.839996,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 13:00:00,DK1,332.839996,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-01 14:00:00,DK1,346.679993,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-01 14:00:00,DK2,346.679993,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 15:00:00,DK2,394.299988,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 15:00:00,DK1,394.299988,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-01 16:00:00,DK1,448.390015,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-01 16:00:00,DK2,448.390015,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 17:00:00,DK2,451.0,2021-01-01,12.5,18.0,45.1,64.0,630.7,,,,,,,
2021-01-01 17:00:00,DK1,451.0,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-01 18:00:00,DK1,449.140015,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-01 18:00:00,DK2,449.140015,2021-01-01,12.5,18.0,45.1,64.0,630.7,,,,,,,
2021-01-01 19:00:00,DK2,427.109985,2021-01-01,12.5,18.0,45.1,64.0,630.7,,,,,,,
2021-01-01 19:00:00,DK1,427.109985,2021-01-01,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-01 20:00:00,DK1,400.769989,2021-01-01,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-01 20:00:00,DK2,400.769989,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 21:00:00,DK1,397.720001,2021-01-01,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-01 21:00:00,DK2,397.720001,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 22:00:00,DK2,369.970001,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-01 22:00:00,DK1,369.970001,2021-01-01,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-01 23:00:00,DK1,347.420013,2021-01-01,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-01 23:00:00,DK2,347.420013,2021-01-01,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 00:00:00,DK2,315.720001,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 00:00:00,DK1,315.720001,2021-01-02,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-02 01:00:00,DK1,305.75,2021-01-02,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-02 01:00:00,DK2,305.75,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 02:00:00,DK1,297.640015,2021-01-02,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-02 02:00:00,DK2,297.640015,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 03:00:00,DK2,279.410004,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 03:00:00,DK1,279.410004,2021-01-02,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-02 04:00:00,DK1,290.200012,2021-01-02,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-02 04:00:00,DK2,290.200012,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 05:00:00,DK2,313.190002,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 05:00:00,DK1,313.190002,2021-01-02,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-02 06:00:00,DK1,334.549988,2021-01-02,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-02 06:00:00,DK2,334.549988,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 07:00:00,DK1,360.519989,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-02 07:00:00,DK2,360.519989,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 08:00:00,DK2,386.929993,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 08:00:00,DK1,386.929993,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-02 09:00:00,DK1,386.929993,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-02 09:00:00,DK2,386.929993,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 10:00:00,DK2,388.049988,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 10:00:00,DK1,388.049988,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-02 11:00:00,DK1,416.320007,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-02 11:00:00,DK2,416.320007,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 12:00:00,DK2,386.929993,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 12:00:00,DK1,386.929993,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-02 13:00:00,DK1,377.179993,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-02 13:00:00,DK2,377.179993,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 14:00:00,DK2,397.720001,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 14:00:00,DK1,397.720001,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-02 15:00:00,DK1,446.390015,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-02 15:00:00,DK2,446.390015,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 16:00:00,DK1,461.339996,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-02 16:00:00,DK2,461.339996,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 17:00:00,DK2,469.380005,2021-01-02,12.5,18.0,45.1,64.0,630.7,,,,,,,
2021-01-02 17:00:00,DK1,469.380005,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-02 18:00:00,DK1,462.609985,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-02 18:00:00,DK2,462.609985,2021-01-02,12.5,18.0,45.1,64.0,630.7,,,,,,,
2021-01-02 19:00:00,DK2,446.679993,2021-01-02,12.5,18.0,45.1,64.0,630.7,,,,,,,
2021-01-02 19:00:00,DK1,446.679993,2021-01-02,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-02 20:00:00,DK1,409.480011,2021-01-02,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-02 20:00:00,DK2,409.480011,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 21:00:00,DK1,388.790009,2021-01-02,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-02 21:00:00,DK2,388.790009,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 22:00:00,DK1,360.519989,2021-01-02,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-02 22:00:00,DK2,360.519989,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-02 23:00:00,DK1,343.100006,2021-01-02,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-02 23:00:00,DK2,343.100006,2021-01-02,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 00:00:00,DK2,309.470001,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 00:00:00,DK1,309.470001,2021-01-03,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-03 01:00:00,DK1,276.880005,2021-01-03,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-03 01:00:00,DK2,276.880005,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 02:00:00,DK1,261.769989,2021-01-03,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-03 02:00:00,DK2,261.769989,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 03:00:00,DK2,183.419998,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 03:00:00,DK1,183.419998,2021-01-03,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-03 04:00:00,DK1,177.470001,2021-01-03,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-03 04:00:00,DK2,177.470001,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 05:00:00,DK2,178.960007,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 05:00:00,DK1,178.960007,2021-01-03,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-03 06:00:00,DK1,184.539993,2021-01-03,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-03 06:00:00,DK2,184.539993,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 07:00:00,DK2,185.800003,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 07:00:00,DK1,185.800003,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-03 08:00:00,DK1,190.860001,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-03 08:00:00,DK2,190.860001,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 09:00:00,DK2,193.470001,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 09:00:00,DK1,193.470001,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-03 10:00:00,DK1,193.990005,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-03 10:00:00,DK2,200.089996,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 11:00:00,DK1,192.5,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-03 11:00:00,DK2,192.5,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 12:00:00,DK2,192.199997,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 12:00:00,DK1,192.199997,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-03 13:00:00,DK1,193.610001,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-03 13:00:00,DK2,193.610001,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 14:00:00,DK2,197.190002,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 14:00:00,DK1,197.190002,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-03 15:00:00,DK2,247.559998,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 15:00:00,DK1,208.720001,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-03 16:00:00,DK2,327.109985,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 16:00:00,DK1,212.289993,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-03 17:00:00,DK1,209.610001,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-03 17:00:00,DK2,322.570007,2021-01-03,12.5,18.0,45.1,64.0,630.7,,,,,,,
2021-01-03 18:00:00,DK2,207.75,2021-01-03,12.5,18.0,45.1,64.0,630.7,,,,,,,
2021-01-03 18:00:00,DK1,207.75,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-03 19:00:00,DK1,205.070007,2021-01-03,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-03 19:00:00,DK2,205.070007,2021-01-03,12.5,18.0,45.1,64.0,630.7,,,,,,,
2021-01-03 20:00:00,DK1,201.199997,2021-01-03,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-03 20:00:00,DK2,201.199997,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 21:00:00,DK2,194.809998,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 21:00:00,DK1,194.809998,2021-01-03,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-03 22:00:00,DK1,185.429993,2021-01-03,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-03 22:00:00,DK2,185.429993,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 23:00:00,DK2,183.5,2021-01-03,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-03 23:00:00,DK1,183.5,2021-01-03,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-04 00:00:00,DK1,178.960007,2021-01-04,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-04 00:00:00,DK2,178.960007,2021-01-04,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-04 01:00:00,DK2,177.690002,2021-01-04,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-04 01:00:00,DK1,177.690002,2021-01-04,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-04 02:00:00,DK1,178.809998,2021-01-04,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-04 02:00:00,DK2,178.809998,2021-01-04,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-04 03:00:00,DK2,182.899994,2021-01-04,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-04 03:00:00,DK1,182.899994,2021-01-04,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-04 04:00:00,DK1,192.279999,2021-01-04,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-04 04:00:00,DK2,192.279999,2021-01-04,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-04 05:00:00,DK1,209.910004,2021-01-04,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-04 05:00:00,DK2,209.910004,2021-01-04,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-04 06:00:00,DK2,370.26001,2021-01-04,25.0,34.2,94.8,126.8,236.3,,,,,,,
2021-01-04 06:00:00,DK1,229.550003,2021-01-04,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-04 07:00:00,DK1,366.100006,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-04 07:00:00,DK2,404.940002,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-04 08:00:00,DK2,414.390015,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-04 08:00:00,DK1,372.200012,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-04 09:00:00,DK1,412.230011,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-04 09:00:00,DK2,415.209991,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-04 10:00:00,DK2,433.589996,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-04 10:00:00,DK1,420.640015,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-04 11:00:00,DK1,387.450012,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-04 11:00:00,DK2,428.01001,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-04 12:00:00,DK2,420.640015,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-04 12:00:00,DK1,420.640015,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-04 13:00:00,DK1,431.5,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-04 13:00:00,DK2,431.5,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-04 14:00:00,DK1,431.799988,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-04 14:00:00,DK2,431.799988,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-04 15:00:00,DK2,450.179993,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-04 15:00:00,DK1,450.179993,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-04 16:00:00,DK1,485.299988,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-04 16:00:00,DK2,485.299988,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-04 17:00:00,DK2,446.829987,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,630.7,,,,,,,
2021-01-04 17:00:00,DK1,446.829987,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-04 18:00:00,DK1,399.799988,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-04 18:00:00,DK2,399.799988,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,630.7,,,,,,,
2021-01-04 19:00:00,DK2,280.380005,2021-01-04,38.4,51.0,150.10000000000002,193.89999999999998,630.7,,,,,,,
2021-01-04 19:00:00,DK1,280.380005,2021-01-04,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,1056.2
2021-01-04 20:00:00,DK1,259.100006,2021-01-04,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-04 20:00:00,DK2,286.399994,2021-01-04,25.0,34.2,94.8,126.8,236.3,,,,,,,
2021-01-04 21:00:00,DK2,230.300003,2021-01-04,25.0,34.2,94.8,126.8,236.3,,,,,,,
2021-01-04 21:00:00,DK1,230.300003,2021-01-04,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-04 22:00:00,DK1,203.509995,2021-01-04,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-04 22:00:00,DK2,203.509995,2021-01-04,25.0,34.2,94.8,126.8,236.3,,,,,,,
2021-01-04 23:00:00,DK2,206.850006,2021-01-04,25.0,34.2,94.8,126.8,236.3,,,,,,,
2021-01-04 23:00:00,DK1,206.850006,2021-01-04,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-05 00:00:00,DK1,204.169998,2021-01-05,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-05 00:00:00,DK2,204.169998,2021-01-05,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-05 01:00:00,DK2,201.419998,2021-01-05,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-05 01:00:00,DK1,201.419998,2021-01-05,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-05 02:00:00,DK1,201.869995,2021-01-05,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-05 02:00:00,DK2,201.869995,2021-01-05,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-05 03:00:00,DK1,206.699997,2021-01-05,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-05 03:00:00,DK2,206.699997,2021-01-05,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-05 04:00:00,DK2,221.729996,2021-01-05,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-05 04:00:00,DK1,221.729996,2021-01-05,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-05 05:00:00,DK1,266.130005,2021-01-05,,,,,,23.0,38.1,34.5,77.19999999999999,122.69999999999999,165.70000000000002,432.2
2021-01-05 05:00:00,DK2,266.130005,2021-01-05,12.5,18.0,45.1,64.0,236.3,,,,,,,
2021-01-05 06:00:00,DK2,398.970001,2021-01-05,25.0,34.2,94.8,126.8,236.3,,,,,,,
2021-01-05 06:00:00,DK1,398.970001,2021-01-05,,,,,,44.199999999999996,69.6,55.7,138.7,236.29999999999998,308.90000000000003,432.2
2021-01-05 07:00:00,DK1,446.279999,2021-01-05,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-05 07:00:00,DK2,446.279999,2021-01-05,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-05 08:00:00,DK1,447.170013,2021-01-05,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-05 08:00:00,DK2,447.170013,2021-01-05,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-05 09:00:00,DK2,455.059998,2021-01-05,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-05 09:00:00,DK1,455.059998,2021-01-05,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-05 10:00:00,DK1,464.579987,2021-01-05,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-05 10:00:00,DK2,464.579987,2021-01-05,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-05 11:00:00,DK2,457.290009,2021-01-05,38.4,51.0,150.10000000000002,193.89999999999998,236.3,,,,,,,
2021-01-05 11:00:00,DK1,457.290009,2021-01-05,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
2021-01-05 12:00:00,DK1,463.309998,2021-01-05,,,,,,66.3,101.2,77.80000000000001,199.6,354.9,454.4,432.2
